DidaID,RecA,EssA,RecB,EssB,Path,CoExp,DE,Orphanet,Name,Pair,x,y
dd201,0.79,1.0,0.13,1.0,0,0,UK,478,Kallmann syndrome,FGFR1/PROKR2,0.345691978931427,0.6406066417694092
dd202,0.16,1.0,0.13,1.0,1,0,UK,478,Kallmann syndrome,KISS1R/PROKR2,0.47202908992767334,0.3054791986942291
dd203,0.24,0.0,0.13,1.0,1,0,UK,478,Kallmann syndrome,GNRHR/PROKR2,0.39197736978530884,0.17094580829143524
dd204,0.24600000000000002,1.0,0.18,0.292,0,0,TD,110,Bardet-Biedl syndrome,BBS1/CCDC28B,0.2881287932395935,0.7796388864517212
dd205,0.15,0.292,0.34,1.0,0,0,UK,254892,Autosomal dominant progressive external ophthalmoplegia,C10orf2/POLG,0.25098273158073425,0.5719290375709534
dd206,0.51,1.0,0.11,0.0,0,0,TD,87884,Non-syndromic genetic deafness,GJB2/TMPRSS3,0.2929857671260834,0.8232805132865906
dd207,0.15,0.292,0.24600000000000002,1.0,0,1,TD,314978,X-linked non progressive cerebellar ataxia,ATP2B3/LAMA1,0.6597208976745605,0.796867847442627
dd208,0.24,0.0,0.12,0.0,1,1,UK,174590,Congenital hypogonadotropic hypogonadism,GNRHR/PROK2,0.98912113904953,0.531747579574585
dd209,0.37,1.0,0.38,1.0,0,0,UK,155,Familial isolated hypertrophic cardiomyopathy,DSP/TTN,0.31869277358055115,0.6349775791168213
dd210,0.17,0.292,0.1,0.292,0,0,UK,155,Familial isolated hypertrophic cardiomyopathy,MYH7/NEXN,0.14981290698051453,0.7552341222763062
dd211,0.17,0.292,0.24600000000000002,0.292,0,0,UK,154,Familial isolated dilated cardiomyopathy,MYH7/RBM20,0.13420480489730835,0.7632681727409363
dd212,0.34,1.0,0.37,1.0,1,0,UK,247,Arrhythmogenic right ventricular dysplasia,JUP/DSP,0.4986039698123932,0.31107956171035767
dd213,0.34,1.0,0.37,1.0,1,0,UK,247,Arrhythmogenic right ventricular dysplasia,JUP/DSP,0.4986039698123932,0.31107956171035767
dd215,0.16,0.0,0.38,1.0,0,1,UK,54260,Left ventricular non-compaction,ABCC9/TTN,0.6816805005073547,0.7985379099845886
dd216,0.37,1.0,0.38,1.0,0,0,UK,154,Familial isolated dilated cardiomyopathy,DSP/TTN,0.3186853528022766,0.6349544525146484
dd217,0.1,0.292,0.38,1.0,0,0,UK,155,Familial isolated hypertrophic cardiomyopathy,NEXN/TTN,0.24815702438354492,0.5535222291946411
dd218,0.5,1.0,0.21,0.0,0,0,CO,275777,Heritable pulmonary arterial hypertension,BMPR2/KCNA5,0.28361910581588745,0.8195605278015137
dd219,0.74,1.0,0.6,1.0,1,0,CO,552,MODY,NEUROD1/PDX1,0.53462815284729,0.30676478147506714
dd220,0.74,1.0,0.6,1.0,1,0,CO,552,MODY,NEUROD1/PDX1,0.53462815284729,0.30676478147506714
dd221,0.11,0.292,0.17,0.0,0,0,TD,87884,Non-syndromic genetic deafness,PDZD7/GPR98,0.13948176801204681,0.8145197629928589
dd222,0.21,0.0,0.23,0.0,0,1,TD,791,Retinitis pigmentosa,PRPH2/ROM1,0.698042094707489,0.9872648119926453
dd223,0.21,0.0,0.23,0.0,0,1,TD,791,Retinitis pigmentosa,PRPH2/ROM1,0.6980910897254944,0.9957070350646973
dd224,0.14,0.0,0.39,0.0,0,0,TD,172973,Congenital myopathy with protein accumulation,TRIM54/TRIM63,0.09331487864255905,0.8711991906166077
dd225,0.4,0.292,0.24600000000000002,0.0,1,0,TD,325004,CANDLE syndrome,PSMA3/PSMB8,0.5184245705604553,0.04927721992135048
dd226,0.4,0.292,0.24600000000000002,0.0,1,0,TD,325004,CANDLE syndrome,PSMA3/PSMB8,0.5184245705604553,0.04927721992135048
dd227,0.3,0.292,0.24600000000000002,0.0,1,0,TD,325004,CANDLE syndrome,PSMB4/PSMB9,0.5135780572891235,0.06375647336244583
dd228,0.3,0.292,0.24600000000000002,0.0,1,0,TD,325004,CANDLE syndrome,PSMB4/PSMB8,0.5135780572891235,0.06375647336244583
dd229,0.08,1.0,0.1,0.292,1,1,TD,808,Seckel syndrome,CDK5RAP2/CEP152,0.7757280468940735,0.5246331095695496
dd230,0.25,0.0,0.34,0.0,1,1,CO,63,Alport syndrome,COL4A4/COL4A3,0.9677528142929077,0.5754850506782532
dd231,0.25,0.0,0.34,0.0,1,1,CO,63,Alport syndrome,COL4A4/COL4A3,0.9677528142929077,0.5754850506782532
dd232,0.25,0.0,0.34,0.0,1,1,CO,63,Alport syndrome,COL4A4/COL4A3,1.0,0.565962553024292
dd233,0.25,0.0,0.34,0.0,1,1,CO,63,Alport syndrome,COL4A4/COL4A3,1.0,0.565962553024292
dd234,0.25,0.0,0.34,0.0,1,1,CO,63,Alport syndrome,COL4A4/COL4A3,1.0,0.565962553024292
dd235,0.24600000000000002,0.0,0.25,0.0,1,1,CO,63,Alport syndrome,COL4A5/COL4A4,0.9492155909538269,0.559513509273529
dd236,0.24600000000000002,0.0,0.25,0.0,1,1,CO,63,Alport syndrome,COL4A5/COL4A4,0.9696512222290039,0.5475460886955261
dd237,0.24600000000000002,0.0,0.25,0.0,1,1,CO,63,Alport syndrome,COL4A5/COL4A4,0.9696512222290039,0.5475460886955261
dd238,0.24600000000000002,0.0,0.25,0.0,1,1,CO,63,Alport syndrome,COL4A5/COL4A4,0.9542382955551147,0.5470584630966187
dd239,0.24600000000000002,0.292,0.17,0.292,0,0,TD,93460,Overgrowth syndrome,MAN1B1/SEC23A,0.13513372838497162,0.7495454549789429
dd240,0.24600000000000002,0.292,0.24600000000000002,0.0,0,0,TD,98661,Syndromic retinitis pigmentosa,C2orf71/RP1L1,0.10243687033653259,0.8058159947395325
dd241,0.89,1.0,0.11,0.292,0,1,TD,2162,Holoprosencephaly,SHH/DISP1,0.5322824120521545,0.8240222930908203
dd242,0.42,1.0,0.51,1.0,0,0,TD,87884,Non-syndromic genetic deafness,MITF/GJB2,0.32183676958084106,0.6211599111557007
dd243,0.11,0.0,0.21,1.0,1,1,TD,342,Familial Mediterranean fever,NLRP3/MEFV,0.8469833731651306,0.30468934774398804
dd244,0.11,0.0,0.21,1.0,1,1,TD,342,Familial Mediterranean fever,NLRP3/MEFV,0.8469833731651306,0.30468934774398804
dd245,0.92,0.0,0.21,1.0,0,0,TD,342,Familial Mediterranean fever,TNFRSF1A/MEFV,0.1897660344839096,0.572089672088623
dd246,0.25,0.0,0.34,0.0,1,1,UK,63,Alport syndrome,COL4A4/COL4A3,0.979160726070404,0.5635251402854919
dd247,0.25,0.0,0.34,0.0,1,1,UK,63,Alport syndrome,COL4A4/COL4A3,0.9549733400344849,0.5725207328796387
dd248,0.24600000000000002,0.0,0.34,0.0,1,1,UK,63,Alport syndrome,COL4A5/COL4A3,0.9993129372596741,0.5941635370254517
dd249,0.25,0.0,0.34,0.0,1,1,CO,63,Alport syndrome,COL4A4/COL4A3,0.9831055402755737,0.5768201351165771
dd250,0.24600000000000002,0.0,0.25,0.0,1,1,TD,63,Alport syndrome,COL4A5/COL4A4,0.9891323447227478,0.5450315475463867
dd251,0.24600000000000002,0.0,0.34,0.0,1,1,CO,63,Alport syndrome,COL4A5/COL4A3,0.9993129372596741,0.5941635370254517
dd252,0.59,1.0,0.24600000000000002,1.0,1,1,TD,304,Epidermolysis bullosa simplex,KRT5/KRT14,0.7229439616203308,0.42872366309165955
dd253,0.59,1.0,0.24600000000000002,1.0,1,1,CO,304,Epidermolysis bullosa simplex,KRT5/KRT14,0.7229439616203308,0.42872366309165955
dd254,0.19,0.0,0.08,0.0,0,0,CO,619,Primary ovarian insufficiency,BMP15/SMC1B,0.07399269193410873,0.822227418422699
dd255,0.09,1.0,0.24600000000000002,0.0,0,1,CO,619,Primary ovarian insufficiency,REC8/GDF9,0.5221065878868103,0.8733553290367126
dd256,0.1,0.0,0.42,1.0,0,0,CO,619,Primary ovarian insufficiency,GALT/FOXL2,0.23356033861637115,0.5383747816085815
dd257,0.1,0.0,0.24600000000000002,0.0,0,0,CO,619,Primary ovarian insufficiency,FIGLA/GDF9,0.0948619470000267,0.851798951625824
dd258,0.19,0.0,0.24600000000000002,0.0,0,0,CO,619,Primary ovarian insufficiency,BMP15/NOBOX,0.07643378525972366,0.8499994874000549
dd259,0.24600000000000002,0.0,0.08,0.0,0,0,CO,619,Primary ovarian insufficiency,NOBOX/SMC1B,0.06624908000230789,0.8230452537536621
dd260,0.19,0.0,0.24600000000000002,0.0,0,0,CO,619,Primary ovarian insufficiency,BMP15/NOBOX,0.07643378525972366,0.8499994874000549
dd261,0.24600000000000002,0.292,0.15,0.0,0,0,TD,432,Normosmic congenital hypogonadotropic hypogonadism,TRAPPC9/PDE3A,0.1004353016614914,0.7892911434173584
dd262,0.1,1.0,0.62,0.0,0,1,TD,98976,Congenital glaucoma,TEK/CYP1B1,0.5040063858032227,0.8768556118011475
dd263,0.1,1.0,0.62,0.0,0,1,TD,98976,Congenital glaucoma,TEK/CYP1B1,0.5040063858032227,0.8768556118011475
dd264,0.1,1.0,0.62,0.0,0,1,TD,98976,Congenital glaucoma,TEK/CYP1B1,0.5040063858032227,0.8768556118011475
dd265,0.1,1.0,0.62,0.0,0,1,TD,98976,Congenital glaucoma,TEK/CYP1B1,0.5040063858032227,0.8768556118011475
dd266,0.14,0.0,0.13,1.0,0,0,TD,95496,Pituitary stalk interruption syndrome,WDR11/PROKR2,0.2146839052438736,0.5554649233818054
dd267,0.51,1.0,0.11,0.0,0,0,UK,87884,Non-syndromic genetic deafness,GJB2/TMPRSS3,0.29298579692840576,0.8232804536819458
dd268,0.1,1.0,0.08,0.0,0,0,TD,791,Retinitis pigmentosa,LRP5/EYS,0.3128720223903656,0.7989001870155334
