DidaID,CADD1,CADD2,RecA,EssA,CADD3,CADD4,RecB,EssB,Distance,Path,CoExp,AllelicState,DE,Pair,Orphanet,Name
dd188,3.869388,0.0,0.57,1,2.642346,0.0,0.13,1,10.63,0,1,2,TD,PRF1/STXBP2,540,Familial hemophagocytic lymphohistiocytosis
dd190,4.589197,0.0,0.57,1,2.642346,0.0,0.13,1,10.63,0,1,2,TD,PRF1/STXBP2,540,Familial hemophagocytic lymphohistiocytosis
dd191,3.869388,0.0,0.57,1,2.985775,0.0,0.13,1,10.63,0,1,2,TD,PRF1/STXBP2,540,Familial hemophagocytic lymphohistiocytosis
dd192,3.056591,0.0,0.57,1,2.6189169999999997,0.0,0.13,1,10.63,0,1,2,TD,PRF1/STXBP2,540,Familial hemophagocytic lymphohistiocytosis
dd193,3.869388,0.0,0.57,1,-0.003109,0.0,0.13,1,10.63,0,1,2,TD,PRF1/STXBP2,540,Familial hemophagocytic lymphohistiocytosis
dd194,3.512552,0.0,0.13,1,3.928993,0.0,0.16,0,21.1,0,0,2,TD,STXBP2/UNC13D,540,Familial hemophagocytic lymphohistiocytosis
dd195,0.26749,0.0,0.13,1,1.520736,0.0,0.16,0,21.1,0,0,2,TD,STXBP2/UNC13D,540,Familial hemophagocytic lymphohistiocytosis
dd196,0.26749,0.0,0.13,1,3.928993,0.0,0.16,0,21.1,0,0,2,TD,STXBP2/UNC13D,540,Familial hemophagocytic lymphohistiocytosis
dd197,3.369135,0.0,0.13,1,3.928993,0.0,0.16,0,21.1,0,0,2,TD,STXBP2/UNC13D,540,Familial hemophagocytic lymphohistiocytosis
dd198,3.493437,0.0,0.18,0,3.356842,0.0,0.16,0,22.82,0,0,2,TD,STX11/UNC13D,540,Familial hemophagocytic lymphohistiocytosis
dd199,2.318556,0.0,0.13,1,3.757619,0.0,0.18,0,2.23,0,0,2,TD,STXBP2/STX11,540,Familial hemophagocytic lymphohistiocytosis
dd200,5.220889,0.0,0.39,0,2.642346,0.0,0.13,1,12.07,0,1,2,TD,RAB27A/STXBP2,540,Familial hemophagocytic lymphohistiocytosis
dd201,4.752802,0.0,0.79,1,4.892421,0.0,0.13,1,4.72,0,0,2,UK,FGFR1/PROKR2,478,Kallmann syndrome
dd202,-1.012844,0.0,0.16,1,4.127406,0.0,0.13,1,1.11,1,0,2,UK,KISS1R/PROKR2,478,Kallmann syndrome
dd203,1.008508,0.0,0.24,1,0.869898,0.0,0.13,1,1.11,1,0,2,UK,GNRHR/PROKR2,478,Kallmann syndrome
dd204,3.775319,3.775319,0.24600000000000002,1,0.0936,0.0,0.18,0.62,1.76,0,0,3,TD,BBS1/CCDC28B,110,Bardet-Biedl syndrome
dd205,3.522096,0.0,0.15,0.67,4.643893,0.0,0.34,1,10.34,0,0,2,UK,C10orf2/POLG,254892,Autosomal dominant progressive external ophthalmoplegia
dd206,2.927896,0.0,0.51,1,5.3179989999999995,0.0,0.11,0,18.68,0,0,2,TD,GJB2/TMPRSS3,87884,Non-syndromic genetic deafness
dd207,5.181152,0.0,0.15,0.67,2.546684,4.593838,0.24600000000000002,1,15.68,0,1,3,TD,ATP2B3/LAMA1,314978,X-linked non progressive cerebellar ataxia
dd208,4.52874,4.52874,0.24,1,3.9348330000000002,0.0,0.12,0,1.11,1,1,3,UK,GNRHR/PROK2,174590,Congenital hypogonadotropic hypogonadism
dd209,2.58301,0.0,0.37,1,1.9756740000000002,0.0,0.38,1,5.76,0,0,2,UK,DSP/TTN,155,Familial isolated hypertrophic cardiomyopathy
dd210,4.0308910000000004,0.0,0.17,0.67,2.219405,0.0,0.1,0.62,10.3,0,0,2,UK,MYH7/NEXN,155,Familial isolated hypertrophic cardiomyopathy
dd211,4.7980730000000005,0.0,0.17,0.67,4.660833,0.0,0.24600000000000002,0,4.72,0,0,2,UK,MYH7/RBM20,154,Familial isolated dilated cardiomyopathy
dd212,5.023581,0.0,0.34,1,4.425337,0.0,0.37,1,1.74,1,0,2,UK,JUP/DSP,247,Arrhythmogenic right ventricular dysplasia
dd213,4.383755000000001,0.0,0.34,1,5.268473999999999,0.0,0.37,1,1.74,1,0,2,UK,JUP/DSP,247,Arrhythmogenic right ventricular dysplasia
dd215,2.535094,0.0,0.16,1,2.9919130000000003,2.611133,0.38,1,17.78,0,1,3,UK,ABCC9/TTN,54260,Left ventricular non-compaction
dd216,1.9306330000000003,0.0,0.37,1,2.9919130000000003,2.611133,0.38,1,5.76,0,0,3,UK,DSP/TTN,154,Familial isolated dilated cardiomyopathy
dd217,2.7154700000000003,0.0,0.1,0.67,1.465804,1.962292,0.38,1,18.68,0,0,3,UK,NEXN/TTN,155,Familial isolated hypertrophic cardiomyopathy
dd218,4.574383999999999,0.0,0.5,1,5.530538,0.0,0.21,0,10.42,0,0,2,CO,BMPR2/KCNA5,275777,Heritable pulmonary arterial hypertension
dd219,2.04667,0.0,0.74,1,3.115923,0.0,0.6,1,4.44,1,0,2,CO,NEUROD1/PDX1,552,MODY
dd220,1.8707740000000002,0.0,0.74,1,3.115923,0.0,0.6,1,4.44,1,0,2,CO,NEUROD1/PDX1,552,MODY
dd221,4.727828,0.0,0.11,0,4.21807,0.0,0.17,0,1.25,0,0,2,TD,PDZD7/GPR98,87884,Non-syndromic genetic deafness
dd222,4.382105,0.0,0.21,0,2.711169,0.0,0.23,0,1.25,0,1,2,TD,PRPH2/ROM1,791,Retinitis pigmentosa
dd223,4.382105,0.0,0.21,0,0.9869680000000001,0.0,0.23,0,1.25,0,1,2,TD,PRPH2/ROM1,791,Retinitis pigmentosa
dd224,5.250162,0.0,0.14,1,5.623049,5.623049,0.39,0,1.77,0,0,3,TD,TRIM54/TRIM63,172973,Congenital myopathy with protein accumulation
dd225,2.638527,0.0,0.4,0.67,5.1787160000000005,0.0,0.24600000000000002,0,1.61,1,0,2,TD,PSMA3/PSMB8,325004,CANDLE syndrome
dd226,3.598519,0.0,0.4,0.67,5.1787160000000005,0.0,0.24600000000000002,0,1.61,1,0,2,TD,PSMA3/PSMB8,325004,CANDLE syndrome
dd227,2.580143,0.0,0.3,0.67,2.203908,0.0,0.24600000000000002,0,1.61,1,0,2,TD,PSMB4/PSMB9,325004,CANDLE syndrome
dd228,4.753241,0.0,0.3,0.67,4.939535,0.0,0.24600000000000002,0,1.61,1,0,2,TD,PSMB4/PSMB8,325004,CANDLE syndrome
dd229,3.299783,0.0,0.08,1,5.760267,0.0,0.1,0,1.11,1,1,2,TD,CDK5RAP2/CEP152,808,Seckel syndrome
dd230,3.499032,0.0,0.25,1,1.335134,0.0,0.34,1,1.11,1,1,2,CO,COL4A4/COL4A3,63,Alport syndrome
dd231,3.736677,0.0,0.25,1,3.114188,0.0,0.34,1,1.11,1,1,2,CO,COL4A4/COL4A3,63,Alport syndrome
dd232,7.868958,0.0,0.25,1,2.820066,0.0,0.34,1,1.11,1,1,2,CO,COL4A4/COL4A3,63,Alport syndrome
dd233,2.356017,0.0,0.25,1,1.04267,0.0,0.34,1,1.11,1,1,2,CO,COL4A4/COL4A3,63,Alport syndrome
dd234,3.833215,0.0,0.25,1,3.3728510000000003,0.0,0.34,1,1.11,1,1,2,CO,COL4A4/COL4A3,63,Alport syndrome
dd235,3.3565160000000005,0.0,0.24600000000000002,1,3.6204660000000004,0.0,0.25,1,1.11,1,1,2,CO,COL4A5/COL4A4,63,Alport syndrome
dd236,3.8645769999999997,0.0,0.24600000000000002,1,3.3592449999999996,0.0,0.25,1,1.11,1,1,2,CO,COL4A5/COL4A4,63,Alport syndrome
dd237,4.2743839999999995,0.0,0.24600000000000002,1,4.0990459999999995,0.0,0.25,1,1.11,1,1,2,CO,COL4A5/COL4A4,63,Alport syndrome
dd238,3.6662660000000002,0.0,0.24600000000000002,1,0.89145,-0.763392,0.25,1,1.11,1,1,3,CO,COL4A5/COL4A4,63,Alport syndrome
dd239,0.0,0.0,0.24600000000000002,0.67,3.935655,3.935655,0.17,1,9.8,0,0,4,TD,MAN1B1/SEC23A,93460,Overgrowth syndrome
dd240,5.506169,0.0,0.24600000000000002,0.67,1.501642,12.505465,0.24600000000000002,0,4.72,0,0,3,TD,C2orf71/RP1L1,98661,Syndromic retinitis pigmentosa
dd241,3.361967,0.0,0.89,1,3.3518160000000004,0.0,0.11,1,1.11,0,1,2,TD,SHH/DISP1,2162,Holoprosencephaly
dd242,4.513022,0.0,0.42,1,5.409467,0.0,0.51,1,10.83,0,0,2,TD,MITF/GJB2,87884,Non-syndromic genetic deafness
dd243,-0.44201899999999994,0.0,0.11,1,-2.487647,0.0,0.21,1,4.72,1,1,2,TD,NLRP3/MEFV,342,Familial Mediterranean fever
dd244,1.354115,0.0,0.11,1,3.077868,0.0,0.21,1,4.72,1,1,2,TD,NLRP3/MEFV,342,Familial Mediterranean fever
dd245,1.7484110000000002,0.0,0.92,0,-0.077319,0.0,0.21,1,10.42,0,0,2,TD,TNFRSF1A/MEFV,342,Familial Mediterranean fever
dd246,3.761366,0.0,0.25,1,2.831737,0.0,0.34,1,1.11,1,1,2,UK,COL4A4/COL4A3,63,Alport syndrome
dd247,1.43772,0.0,0.25,1,2.831737,0.0,0.34,1,1.11,1,1,2,UK,COL4A4/COL4A3,63,Alport syndrome
dd248,4.099245,0.0,0.24600000000000002,1,2.831737,0.0,0.34,1,1.11,1,1,2,UK,COL4A5/COL4A3,63,Alport syndrome
dd249,4.352459,0.0,0.25,1,2.895022,0.0,0.34,1,1.11,1,1,2,CO,COL4A4/COL4A3,63,Alport syndrome
dd250,1.9755049999999998,0.0,0.24600000000000002,1,-0.06415900000000001,0.0,0.25,1,1.11,1,1,2,TD,COL4A5/COL4A4,63,Alport syndrome
dd251,4.210091,0.0,0.24600000000000002,1,2.776385,0.0,0.34,1,1.11,1,1,2,CO,COL4A5/COL4A3,63,Alport syndrome
dd252,4.024977,0.0,0.59,1,4.329338,0.0,0.24600000000000002,1,1.25,1,1,2,TD,KRT5/KRT14,304,Epidermolysis bullosa simplex
dd253,4.959666,0.0,0.59,1,3.648342,0.0,0.24600000000000002,1,1.25,1,1,2,CO,KRT5/KRT14,304,Epidermolysis bullosa simplex
dd254,1.0622639999999999,0.0,0.19,0,3.6209309999999997,0.0,0.08,1,19.44,0,0,2,CO,BMP15/SMC1B,619,Primary ovarian insufficiency
dd255,4.4794480000000005,0.0,0.09,1,4.31121,0.0,0.24600000000000002,1,10.83,0,1,2,CO,REC8/GDF9,619,Primary ovarian insufficiency
dd256,5.120849,0.0,0.1,0,3.7805720000000003,0.0,0.42,1,10.83,0,0,2,CO,GALT/FOXL2,619,Primary ovarian insufficiency
dd257,2.914203,0.0,0.1,1,4.004676,0.0,0.24600000000000002,1,18.83,0,0,2,CO,FIGLA/GDF9,619,Primary ovarian insufficiency
dd258,1.0622639999999999,0.0,0.19,0,1.782693,0.0,0.24600000000000002,1,11.25,0,0,2,CO,BMP15/NOBOX,619,Primary ovarian insufficiency
dd259,0.6362949999999999,0.18776800000000002,0.24600000000000002,1,0.944786,0.0,0.08,1,10.83,0,0,3,CO,NOBOX/SMC1B,619,Primary ovarian insufficiency
dd260,1.0622639999999999,0.0,0.19,0,0.6362949999999999,0.0,0.24600000000000002,1,11.25,0,0,2,CO,BMP15/NOBOX,619,Primary ovarian insufficiency
dd261,2.5951459999999997,0.0,0.24600000000000002,0.67,5.079566000000001,0.0,0.15,1,12.71,0,0,2,TD,TRAPPC9/PDE3A,432,Normosmic congenital hypogonadotropic hypogonadism
dd262,4.109768,0.0,0.1,1,2.851845,0.0,0.62,0,4.72,0,1,2,TD,TEK/CYP1B1,98976,Congenital glaucoma
dd263,0.827058,0.0,0.1,1,4.585069,0.0,0.62,0,4.72,0,1,2,TD,TEK/CYP1B1,98976,Congenital glaucoma
dd264,2.523488,0.0,0.1,1,4.035448000000001,0.0,0.62,0,4.72,0,1,2,TD,TEK/CYP1B1,98976,Congenital glaucoma
dd265,0.546625,0.0,0.1,1,4.035448000000001,0.0,0.62,0,4.72,0,1,2,TD,TEK/CYP1B1,98976,Congenital glaucoma
dd266,0.465999,0.0,0.14,0.67,3.8092040000000003,0.0,0.13,1,17.22,0,0,2,TD,WDR11/PROKR2,95496,Pituitary stalk interruption syndrome
dd267,3.68753,0.0,0.51,1,4.01483,0.0,0.11,0,18.68,0,0,2,UK,GJB2/TMPRSS3,87884,Non-syndromic genetic deafness
dd268,4.176776,0.0,0.1,1,0.0,0.0,0.08,0.62,17.37,0,0,2,TD,LRP5/EYS,791,Retinitis pigmentosa
